DATE,INTERPOLATED,MA7_NUM_CRITICAL,MA7_NUM_CRITICAL_per_100kpop,MA7_NUM_DAILY_CRITICAL,MA7_NUM_DAILY_CRITICAL_per_100kpop,NUM_CRITICAL,NUM_CRITICAL_per_100kpop,NUM_DAILY_CRITICAL,NUM_DAILY_CRITICAL_per_100kpop,PROVINCE_NAME,PROVINCE_NAME_PSGC,REGION_NAME
2020-08-12,0,39.857142857142854,2.1369970785816665,5.428571428571428,0.29106053400037035,62.0,3.324217677793704,18.0,0.9650954548433334,City of Manila,PH133900000,NCR
2020-08-13,0,46.857142857142854,2.512311977687407,7.0,0.37531489910574073,77.0,4.1284638901631485,15.0,0.8042462123694445,City of Manila,PH133900000,NCR
2020-08-14,0,56.14285714285714,3.0101786805827775,9.285714285714285,0.49786670289537027,93.0,4.986326516690555,16.0,0.8578626265274074,City of Manila,PH133900000,NCR
2020-08-15,0,63.57142857142857,3.4084720428990742,7.428571428571428,0.39829336231629625,85.0,4.557395203426852,-8.0,-0.4289313132637037,City of Manila,PH133900000,NCR
2020-08-16,0,68.85714285714285,3.691873089162592,5.285714285714286,0.28340104626351853,77.0,4.1284638901631485,-8.0,-0.4289313132637037,City of Manila,PH133900000,NCR
2020-08-17,0,73.42857142857143,3.936976696741852,4.571428571428571,0.24510360757925925,76.0,4.074847476005186,-1.0,-0.05361641415796296,City of Manila,PH133900000,NCR
2020-08-18,0,78.28571428571428,4.197399279794815,4.857142857142857,0.2604225830529629,78.0,4.182080304321111,2.0,0.10723282831592593,City of Manila,PH133900000,NCR
2020-08-19,0,80.57142857142857,4.319951083584444,2.2857142857142856,0.12255180378962963,78.0,4.182080304321111,0.0,0.0,City of Manila,PH133900000,NCR
2020-08-20,0,82.14285714285714,4.404205448689814,1.5714285714285714,0.08425436510537038,88.0,4.718244445900741,10.0,0.5361641415796297,City of Manila,PH133900000,NCR
2020-08-21,0,81.14285714285714,4.350589034531852,-1.0,-0.05361641415796296,86.0,4.611011617584815,-2.0,-0.10723282831592593,City of Manila,PH133900000,NCR
2020-08-22,0,81.14285714285714,4.350589034531852,0.0,0.0,85.0,4.557395203426852,-1.0,-0.05361641415796296,City of Manila,PH133900000,NCR
2020-08-23,0,82.14285714285714,4.404205448689814,1.0,0.05361641415796296,84.0,4.503778789268889,-1.0,-0.05361641415796296,City of Manila,PH133900000,NCR
2020-08-24,0,83.71428571428571,4.488459813795185,1.5714285714285714,0.08425436510537038,87.0,4.664628031742778,3.0,0.16084924247388888,City of Manila,PH133900000,NCR
2020-08-25,0,85.57142857142857,4.5880331543742585,1.857142857142857,0.09957334057907406,91.0,4.879093688374629,4.0,0.21446565663185185,City of Manila,PH133900000,NCR
2020-08-26,0,88.71428571428571,4.756541884584999,3.142857142857143,0.16850873021074075,100.0,5.361641415796297,9.0,0.4825477274216667,City of Manila,PH133900000,NCR
2020-08-27,0,90.57142857142857,4.856115225164074,1.857142857142857,0.09957334057907406,101.0,5.415257829954259,1.0,0.05361641415796296,City of Manila,PH133900000,NCR
