DATE,INTERPOLATED,MA7_NUM_ACTIVE,MA7_NUM_ACTIVE_per_100kpop,MA7_NUM_ASYMPTOMATIC,MA7_NUM_ASYMPTOMATIC_per_100kpop,MA7_NUM_CRITICAL,MA7_NUM_CRITICAL_per_100kpop,MA7_NUM_DAILY_ACTIVE,MA7_NUM_DAILY_ACTIVE_per_100kpop,MA7_NUM_DAILY_ASYMPTOMATIC,MA7_NUM_DAILY_ASYMPTOMATIC_per_100kpop,MA7_NUM_DAILY_CASES,MA7_NUM_DAILY_CASES_per_100kpop,MA7_NUM_DAILY_CRITICAL,MA7_NUM_DAILY_CRITICAL_per_100kpop,MA7_NUM_DAILY_DIED,MA7_NUM_DAILY_DIED_per_100kpop,MA7_NUM_DAILY_MILD,MA7_NUM_DAILY_MILD_per_100kpop,MA7_NUM_DAILY_MODERATE,MA7_NUM_DAILY_MODERATE_per_100kpop,MA7_NUM_DAILY_RECOVERED,MA7_NUM_DAILY_RECOVERED_per_100kpop,MA7_NUM_DAILY_SEVERE,MA7_NUM_DAILY_SEVERE_per_100kpop,MA7_NUM_TOT_DIED,MA7_NUM_TOT_DIED_per_100kpop,MA7_NUM_MILD,MA7_NUM_MILD_per_100kpop,MA7_NUM_MODERATE,MA7_NUM_MODERATE_per_100kpop,MA7_NUM_TOT_RECOVERED,MA7_NUM_TOT_RECOVERED_per_100kpop,MA7_NUM_SEVERE,MA7_NUM_SEVERE_per_100kpop,MA7_NUM_TOT_CASES,MA7_NUM_TOT_CASES_per_100kpop,NUM_ACTIVE,NUM_ACTIVE_per_100kpop,NUM_ASYMPTOMATIC,NUM_ASYMPTOMATIC_per_100kpop,NUM_CRITICAL,NUM_CRITICAL_per_100kpop,NUM_DAILY_ACTIVE,NUM_DAILY_ACTIVE_per_100kpop,NUM_DAILY_ASYMPTOMATIC,NUM_DAILY_ASYMPTOMATIC_per_100kpop,NUM_DAILY_CASES,NUM_DAILY_CASES_per_100kpop,NUM_DAILY_CRITICAL,NUM_DAILY_CRITICAL_per_100kpop,NUM_DAILY_DIED,NUM_DAILY_DIED_per_100kpop,NUM_DAILY_MILD,NUM_DAILY_MILD_per_100kpop,NUM_DAILY_MODERATE,NUM_DAILY_MODERATE_per_100kpop,NUM_DAILY_RECOVERED,NUM_DAILY_RECOVERED_per_100kpop,NUM_DAILY_SEVERE,NUM_DAILY_SEVERE_per_100kpop,NUM_TOT_DIED,NUM_TOT_DIED_per_100kpop,NUM_MILD,NUM_MILD_per_100kpop,NUM_MODERATE,NUM_MODERATE_per_100kpop,NUM_TOT_RECOVERED,NUM_TOT_RECOVERED_per_100kpop,NUM_SEVERE,NUM_SEVERE_per_100kpop,NUM_TOT_CASES,NUM_TOT_CASES_per_100kpop,PROVINCE_NAME,PROVINCE_NAME_PSGC,POPULATION,GROWTH_RATE,REGION_NAME
2021-04-16,0,328.2857142857143,52.33089600986593,11.714285714285714,1.8673339742423873,0.0,0.0,17.428571428571427,2.77822859582404,3.8571428571428568,0.6148538695676153,28.0,4.463383645750096,0.0,0.0,0.14285714285714285,0.02277236553954131,13.428571428571427,2.140602360716883,0.0,0.0,10.428571428571429,1.6623826843865155,0.14285714285714285,0.02277236553954131,7.857142857142857,1.252480104674772,316.0,50.37247257346538,0.0,0.0,1116.5714285714284,177.98880905705485,0.5714285714285714,0.09108946215816524,1452.7142857142856,231.57218517159552,390.0,62.16855792294777,28.0,4.463383645750096,0.0,0.0,21.0,3.3475377343125725,0.0,0.0,21.0,3.3475377343125725,0.0,0.0,0.0,0.0,21.0,3.3475377343125725,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.2752524702143133,361.0,57.54576771842089,0.0,0.0,1127.0,179.6511917414414,1.0,0.15940655877678916,1525.0,243.09500213460345,Ilocos Norte,PH012800000,593081,0.94,1
2021-04-16,0,438.2857142857143,59.93838562767023,47.42857142857142,6.486161678092084,0.0,0.0,8.571428571428571,1.1721978936310997,19.428571428571427,2.656981892230492,18.428571428571427,2.520225471306864,0.0,0.0,0.14285714285714285,0.019536631560518325,-11.0,-1.5043206301599112,0.0,0.0,9.714285714285714,1.328490946115246,0.14285714285714285,0.019536631560518325,4.857142857142857,0.664245473057623,388.71428571428567,53.15917447617036,1.0,0.1367564209236283,683.2857142857142,93.44370875395914,1.1428571428571428,0.1562930524841466,1126.4285714285713,154.046339854687,457.0,62.49768436209813,136.0,18.598873245613447,0.0,0.0,8.0,1.0940513673890264,0.0,0.0,8.0,1.0940513673890264,0.0,0.0,0.0,0.0,8.0,1.0940513673890264,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.6837821046181415,318.0,43.4885418537138,1.0,0.1367564209236283,693.0,94.7721997000744,2.0,0.2735128418472566,1155.0,157.95366616679067,Ilocos Sur,PH012900000,689668,0.98,1
2021-04-16,0,2153.714285714286,255.17424301345406,260.7142857142857,30.889691794876207,0.42857142857142855,0.050777575553221155,111.14285714285714,13.16831792680202,103.14285714285714,12.220469849808557,137.0,16.23189831851303,0.14285714285714285,0.016925858517740384,0.5714285714285714,0.06770343407096154,6.7142857142857135,0.7955153503337979,0.0,0.0,25.285714285714285,2.995876957640048,1.1428571428571428,0.13540686814192307,32.14285714285714,3.8083181664915857,1882.8571428571427,223.08281526381828,0.0,0.0,1752.4285714285713,207.62950643712128,9.714285714285714,1.150958379206346,3938.285714285714,466.6120676170669,2314.0,274.1650562703588,728.0,86.254175006405,1.0,0.11848100962418269,45.0,5.331645433088221,0.0,0.0,46.0,5.4501264427124045,0.0,0.0,2.0,0.23696201924836538,45.0,5.331645433088221,0.0,0.0,-1.0,-0.11848100962418269,0.0,0.0,34.0,4.028354327222211,1571.0,186.13366611959103,0.0,0.0,1777.0,210.54075410217266,14.0,1.6587341347385578,4125.0,488.7341646997536,La Union,PH013300000,786653,1.18,1
2021-04-16,0,1388.142857142857,43.49916559765931,115.28571428571428,3.6126198041896735,1.0,0.03133623126310746,21.428571428571427,0.6714906699237311,44.42857142857142,1.3922239889752024,69.57142857142857,2.180106375019047,0.0,0.0,2.4285714285714284,0.07610227592468953,-25.285714285714285,-0.7923589905100027,1.1428571428571428,0.03581283572926566,45.71428571428571,1.4325134291706263,1.1428571428571428,0.03581283572926566,291.2857142857143,9.127796506496587,1236.4285714285713,38.74501165459929,6.428571428571428,0.20144720097711935,6282.142857142857,196.8586813993072,29.0,0.9087507066301161,7961.571428571428,249.48564350346308,1524.0,47.75641644497576,315.0,9.870912847878849,1.0,0.03133623126310746,54.0,1.6921564882078026,0.0,0.0,54.0,1.6921564882078026,0.0,0.0,0.0,0.0,54.0,1.6921564882078026,0.0,0.0,0.0,0.0,0.0,0.0,299.0,9.369533147669129,1163.0,36.44403695899397,11.0,0.34469854389418203,6327.0,198.26433520168086,34.0,1.0654318629456534,8150.0,255.39028479432577,Pangasinan,PH015500000,2956726,1.28,1
2021-04-16,0,8.714285714285714,49.629261764095254,2.2857142857142856,13.017511282385641,0.0,0.0,-0.14285714285714285,-0.8135944551491026,0.0,0.0,0.14285714285714285,0.8135944551491026,0.0,0.0,0.0,0.0,-0.14285714285714285,-0.8135944551491026,0.0,0.0,0.2857142857142857,1.6271889102982051,0.0,0.0,0.0,0.0,6.428571428571428,36.61175048170961,0.0,0.0,4.714285714285714,26.848617019920386,0.0,0.0,13.428571428571427,76.47787878401563,9.0,51.25645067439346,2.0,11.390322372087436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,39.866128302306024,0.0,0.0,5.0,28.47580593021859,0.0,0.0,14.0,79.73225660461205,Batanes,PH020900000,17246,0.3,2
2021-04-16,0,2252.428571428571,174.42275127834355,147.0,11.383332978081787,0.0,0.0,80.14285714285714,6.20607366443526,3.2857142857142856,0.2544379577219447,156.28571428571428,12.102396771643805,0.0,0.0,1.7142857142857142,0.13275023881144943,76.28571428571428,5.907385627109499,0.0,0.0,74.42857142857143,5.763572868397096,0.5714285714285714,0.044250079603816474,53.71428571428571,4.159507482758748,2087.5714285714284,161.65660331264252,1.0,0.07743763930667882,3756.0,290.8557732358857,16.857142857142858,1.3053773483125861,6062.142857142857,469.438031996988,2629.0,203.58355373725868,144.0,11.151020060161752,0.0,0.0,179.0,13.86133743589551,1.0,0.07743763930667882,179.0,13.86133743589551,0.0,0.0,0.0,0.0,178.0,13.783899796588834,0.0,0.0,0.0,0.0,0.0,0.0,57.0,4.413945440480694,2467.0,191.03865616957668,1.0,0.07743763930667882,3830.0,296.5861585445799,17.0,1.3164398682135403,6516.0,504.58365772231923,Cagayan,PH021500000,1199320,1.24,2
2021-04-16,0,5242.0,302.442114094783,131.57142857142856,7.591137163604271,1.0,0.0576959393542127,101.71428571428571,5.868501260028492,-2.4285714285714284,-0.14011870986023084,308.4285714285714,17.795076152249315,0.14285714285714285,0.008242277050601815,6.0,0.34617563612527624,103.42857142857142,5.967408584635713,0.2857142857142857,0.01648455410120363,200.7142857142857,11.58039925609555,0.2857142857142857,0.01648455410120363,149.42857142857142,8.621421794929498,5085.428571428572,293.4085784473234,4.0,0.2307837574168508,8298.857142857143,478.81035842356073,20.0,1.153918787084254,13690.285714285714,789.8738943132732,5811.0,335.27110358733006,124.0,7.154296479922376,1.0,0.0576959393542127,233.0,13.44315386953156,0.0,0.0,237.0,13.673937626948412,0.0,0.0,4.0,0.2307837574168508,233.0,13.44315386953156,0.0,0.0,0.0,0.0,0.0,0.0,166.0,9.57752593279931,5662.0,326.6744086235523,4.0,0.2307837574168508,8496.0,490.1847007533912,20.0,1.153918787084254,14473.0,835.0333302735205,Isabela,PH023100000,1593566,1.41,2
2021-04-16,0,648.8571428571428,132.13603276411493,29.428571428571427,5.992959654206887,0.0,0.0,-5.285714285714286,-1.0764053747847322,-1.2857142857142856,-0.261828334407097,22.57142857142857,4.596541870702369,0.0,0.0,0.7142857142857142,0.14546018578172054,-4.428571428571428,-0.9018531518466675,0.42857142857142855,0.08727611146903234,27.142857142857142,5.527487059705381,0.0,0.0,45.42857142857142,9.251267815717426,606.4285714285714,123.49569772868077,4.0,0.8145770403776352,1118.857142857143,227.84883500848713,9.0,1.8327983408496793,1813.142857142857,369.2361355883195,704.0,143.3655591064638,26.0,5.294750762454629,0.0,0.0,8.0,1.6291540807552705,0.0,0.0,8.0,1.6291540807552705,0.0,0.0,0.0,0.0,8.0,1.6291540807552705,0.0,0.0,0.0,0.0,0.0,0.0,48.0,9.774924484531622,665.0,135.42343296278185,4.0,0.8145770403776352,1145.0,233.1726778080981,9.0,1.8327983408496793,1897.0,386.31316139909353,Nueva Vizcaya,PH025000000,452287,1.38,2
2021-04-16,0,435.57142857142856,209.65851211665736,41.0,19.734992777133705,0.0,0.0,-30.0,-14.440238617414904,-0.2857142857142857,-0.13752608207061812,14.714285714285714,7.082593226636834,0.0,0.0,1.0,0.4813412872471635,-29.857142857142854,-14.371475576379595,0.14285714285714285,0.06876304103530906,43.714285714285715,21.041490556804575,0.0,0.0,5.428571428571428,2.6129955593417447,389.57142857142856,187.51681290328784,1.0,0.4813412872471635,596.4285714285714,287.0856963224154,4.0,1.925365148988654,1037.4285714285713,499.35720399841443,437.0,210.34614252701044,38.0,18.290968915392213,0.0,0.0,10.0,4.813412872471635,0.0,0.0,10.0,4.813412872471635,0.0,0.0,0.0,0.0,10.0,4.813412872471635,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.3320715852244716,394.0,189.64846717538242,1.0,0.4813412872471635,638.0,307.0957412636903,4.0,1.925365148988654,1084.0,521.7739553759253,Quirino,PH025700000,188991,1.59,2
2021-04-16,0,839.2857142857142,97.63186318010845,20.285714285714285,2.3597829058000683,4.0,0.46530930536902754,11.0,1.2796005897648257,6.571428571428571,0.7644367159634023,36.57142857142857,4.254256506231109,0.0,0.0,2.4285714285714284,0.28250922111690957,4.142857142857142,0.4819274948464928,0.2857142857142857,0.03323637895493054,23.142857142857142,2.692146695349374,0.0,0.0,93.0,10.818441349829891,810.1428571428571,94.24175252670554,0.8571428571428571,0.0997091368647916,4252.571428571428,494.6902643651861,4.0,0.46530930536902754,5184.857142857142,603.1405688951244,907.0,105.50888499242699,51.0,5.932693643455101,4.0,0.46530930536902754,16.0,1.8612372214761101,3.0,0.34898197902677064,18.0,2.093891874160624,0.0,0.0,2.0,0.23265465268451377,13.0,1.5122552424493396,0.0,0.0,0.0,0.0,0.0,0.0,101.0,11.749059960567946,846.0,98.41291808554932,2.0,0.23265465268451377,4276.0,497.4156474394905,4.0,0.46530930536902754,5284.0,614.6735923924854,Bataan,PH030800000,760650,2.06,3
